Rank,Company Name,3-Year % Growth,Revenue,Industry,# of Employees,City,State
4423, Midwest Industrial Supply, 20%, $17.1 million, Environmental Services, 52, Canton, OH
4424, Perkins+Will, 20%, $398.1 million, Construction, 1483, Chicago, IL
4425, Cutting Edge Industries, 20%, $3 million, Manufacturing, 47, Linden, NJ
4426, Wier & Associates, 20%, $8 million, Engineering, 56, Arlington, TX
4427, JBM, 20%, $38.5 million, Government Services, 205, Alexandria, VA
4428, Opera Solutions, 20%, $69.5 million, Business Products & Services, 414, Jersey City, NJ
4429, Salem Printing, 20%, $13.9 million, Business Products & Services, 82, Winston-Salem, NC
4430, Sharper Impressions Painting, 20%, $5.2 million, Consumer Products & Services, 19, Plain City, OH
4431, Pinnacle Technical Resources, 20%, $164.6 million, Human Resources, 2901, Dallas, TX
4432, AVI-SPL, 20%, $506 million, Business Products & Services, 1400, Tampa, FL
4433, American Technologies, 20%, $98.8 million, Environmental Services, 525, Orange, CA
4434, Greenway Transportation Services, 20%, $8.2 million, Logistics & Transportation, 9, Scottsdale, AZ
4435, Red Carpet Tickets, 20%, $9.8 million, Business Products & Services, 10, Austin, TX
4436, Cascades Technologies, 20%, $11.7 million, Government Services, 71, Herndon, VA
4437, Matrix Applications, 20%, $2.4 million, Financial Services, 7, New York, NY
4438, Iovation, 20%, $10.2 million, Security, 55, Portland, OR
4439, Tint World, 20%, $4.9 million, Retail, 68, Weston, FL
4440, Koala Tee, 20%, $2.3 million, Business Products & Services, 23, Sarasota, FL
4441, Moonblink Communications, 20%, $7.4 million, IT Services, 12, Sunnyvale, CA
4442, All Access Staging & Productions, 20%, $9.7 million, Business Products & Services, 71, Torance, CA
4443, The Presidio Group, 20%, $6.4 million, Insurance, 36, Salt Lake City, UT
4444, The Seaton Companies, 20%, $347.8 million, Business Products & Services, 28177, Chicago, IL
4445, Pro CNC, 20%, $6 million, Manufacturing, 58, Bellingham, WA
4446, GHA Technologies, 20%, $80.1 million, IT Services, 94, Scottsdale, AZ
4447, Gimmal, 19%, $11.7 million, IT Services, 69, Houston, TX
4448, Catalyst Solutions, 19%, $9.9 million, IT Services, 131, Denver, CO
4449, Romeo Music, 19%, $2.8 million, Retail, 7, Dallas, TX
4450, Syrinx Consulting, 19%, $6.1 million, IT Services, 35, Needham, MA
4451, Red F Marketing, 19%, $14.8 million, Advertising & Marketing, 40, Charlotte, NC
4452, InboxDollars, 19%, $14.8 million, Advertising & Marketing, 29, St. Paul, MN
4453, Healthcare Innovative Solutions, 19%, $4.5 million, Health, 23, Seville, OH
4454, InVision Communications, 19%, $33.7 million, Business Products & Services, 81, Walnut Creek, CA
4455, ITS, 19%, $7.2 million, Telecommunications, 20, Simi Valley, CA
4456, i9 Sports, 19%, $3.6 million, Consumer Products & Services, 41, Brandon, FL
4457, Blue Tech, 19%, $76.5 million, Government Services, 42, San Diego, CA
4458, Nu Info Systems, 19%, $6.1 million, IT Services, 48, West Palm Beach, FL
4459, COCC, 19%, $65.7 million, IT Services, 379, Avon, CT
4460, Group Mobile, 19%, $8.3 million, Computer Hardware, 8, Chandler, AZ
4461, Berk Wiper Converting & Packaging, 19%, $21.3 million, Manufacturing, 37, Lansdale, PA
4462, Trades Unlimited, 19%, $13.2 million, Human Resources, 740, Nashville, TN
4463, TC3 Telecom, 19%, $6.5 million, Telecommunications, 23, Adrian, MI
4464, Imagination Technologies/FRS, 19%, $2.4 million, Software, 10, monroe, NC
4465, QPS Employment Group, 19%, $101.7 million, Human Resources, 19333, Brookfield, WI
4466, AeroMetric, 19%, $48.3 million, Engineering, 274, Sheboygan, WI
4467, Regal Car Sales and Credit, 19%, $45.6 million, Retail, 125, Tulsa, OK
4468, Money Clip Magazine, 19%, $4.1 million, Advertising & Marketing, 35, Virginia Beach, VA
4469, Call Experts, 19%, $2.9 million, Telecommunications, 69, Charleston, SC
4470, IVCi, 19%, $74.4 million, Business Products & Services, 160, Hauppauge, NY
4471, DirectFX Solutions, 19%, $2.3 million, Business Products & Services, 15, Memphis, TN
4472, Sunrise Digital, 19%, $4.4 million, Manufacturing, 19, Chicago, IL
4473, Concord Professional Services, 19%, $6.5 million, Government Services, 134, Knoxville, TN
4474, geographIT, 19%, $2.4 million, Government Services, 17, Lancaster, PA
4475, U.S. Pizza Company, 19%, $9.4 million, Food & Beverage, 259, Little Rock, AR
4476, Contingent Network Services, 18%, $16.1 million, Telecommunications, 85, Hamilton, OH
4477, LAI International, 18%, $42.4 million, Manufacturing, 230, Scottsdale, AZ
4478, General Information Services, 18%, $65.4 million, Human Resources, 450, Chapin, SC
4479, WorldStrides, 18%, $192.2 million, Education, 450, Charlottesville, VA
4480, InterMed Ultrasound Services, 18%, $2.4 million, Health, 15, Alachua, FL
4481, Cozen O'Connor, 18%, $277.5 million, Business Products & Services, 504, Philadelphia, PA
4482, Millennium Surgical, 18%, $5.9 million, Health, 16, Narberth, PA
4483, Wicked Whoopies, 18%, $2.2 million, Food & Beverage, 33, Gardiner, ME
4484, AARC Environmental, 18%, $2.9 million, Environmental Services, 30, Houston, TX
4485, Baker & Daniels, 18%, $152.5 million, Business Products & Services, 279, Indianapolis, IN
4486, SilverTech, 18%, $2.8 million, Advertising & Marketing, 22, Manchester, NH
4487, Four Hands, 18%, $50.5 million, Consumer Products & Services, 100, Austin, TX
4488, Acclaim Technical Services, 18%, $46.8 million, Government Services, 242, Huntington Beach, CA
4489, Phoenix Marketing International, 18%, $41.2 million, Advertising & Marketing, 119, Rhinebeck, NY
4490, LAgraphico, 18%, $48 million, Advertising & Marketing, 207, Burbank, CA
4491, Integrated Project Management, 18%, $16.7 million, Business Products & Services, 91, Burr Ridge, IL
4492, Sport and Spine Rehab, 18%, $4.7 million, Health, 59, Fort Washington, MD
4493, CSG Creative, 18%, $2 million, Advertising & Marketing, 11, Alexandria, VA
4494, Aquilex, 18%, $461.8 million, Energy, 4000, Atlanta, GA
4495, Alliance Benefit Group of Illinois, 18%, $7 million, Financial Services, 64, Peoria, IL
4496, Synergy Consortium Services, 18%, $6.7 million, IT Services, 3, Madison, WI
4497, Member Solutions, 18%, $8.7 million, Financial Services, 70, Jenkintown, PA
4498, HKS Medical Information Systems, 18%, $4.4 million, Health, 25, Omaha, NE
4499, Netelligent, 18%, $19 million, IT Services, 48, St. Louis, MO
4500, Cherokee Enterprises, 18%, $9.9 million, Environmental Services, 44, Miami Lakes, FL
4501, Eclaro International, 18%, $24.5 million, IT Services, 190, New York, NY
4502, Jung Express, 18%, $8.4 million, Logistics & Transportation, 23, Milwaukee, WI
4503, AYCO FARMS, 18%, $49.9 million, Food & Beverage, 15, Deerfield Beach, FL
4504, Preferred Systems Solutions, 18%, $48 million, Government Services, 287, Vienna, VA
4505, Atkinson-Baker, 18%, $33.4 million, Business Products & Services, 171, Glendale, CA
4506, Passport Health, 17%, $40.3 million, Health, 18, Batimore, MD
4507, Cleary Gottlieb, 17%, $1.1 billion, Business Products & Services, 1127, New York, NY
4508, Lumension Security, 17%, $47.7 million, Software, 296, Scottsdale, AZ
4509, Sriven Systems, 17%, $14.1 million, IT Services, 130, Melville, NY
4510, Bingham McCutchen, 17%, $873 million, Business Products & Services, 901, Boston, MA
4511, SASid Insurance Development, 17%, $2.7 million, Insurance, 25, Janesville, WI
4512, Pita Pit USA, 17%, $10.8 million, Food & Beverage, 300, Coeur d'Alene, ID
4513, Office Suites Plus, 17%, $23.6 million, Business Products & Services, 126, LEXINGTON, KY
4514, hrQ, 17%, $5.1 million, Human Resources, 10, Denver, CO
4515, DRE, 17%, $19.4 million, Health, 92, Louisville, KY
4516, Jack & Adam's Bicycles, 17%, $2.3 million, Retail, 19, Austin, TX
4517, Emplicity, 17%, $93 million, Human Resources, 34, Irvine, CA
4518, Lathrop & Gage, 17%, $122.5 million, Business Products & Services, 281, Kansas City, MO
4519, Baker Boy, 17%, $34.5 million, Business Products & Services, 254, Dickinson, ND
4520, Gibson Dunn, 17%, $1.1 billion, Business Products & Services, 1029, national, NY
4521, Bracewell & Giuliani, 17%, $280.5 million, Business Products & Services, 440, Houston, TX
4522, New Resources Consulting, 17%, $13.3 million, IT Services, 70, Milwaukee, WI
4523, Workplace Options, 17%, $27.2 million, Human Resources, 305, raleigh, NC
4524, RightAnswers, 17%, $7.9 million, Software, 37, Clark, NJ
4525, Ace Underwriting Group, 17%, $10 million, Insurance, 16, Plantation, FL
4526, XPO, 17%, $25.2 million, Logistics & Transportation, 45, Torrance, CA
4527, Nooka, 17%, $2 million, Consumer Products & Services, 16, New York, NY
4528, Simpson Gumpertz & Heger, 17%, $83.6 million, Engineering, 400, Waltham, MA
4529, The Davey Tree Expert Company, 17%, $591.7 million, Environmental Services, 7000, Kent, OH
4530, Neace Lukens Holding Company, 17%, $86.5 million, Insurance, 559, Louisville, KY
4531, Monin, 17%, $45 million, Food & Beverage, 102, Clearwater, FL
4532, Moonlight BPO, 17%, $4.9 million, Business Products & Services, 24, Bend, OR
4533, Scivantage, 17%, $28.6 million, Software, 140, JERSEY CITY, NJ
4534, Saratoga Technologies, 17%, $7.5 million, IT Services, 64, Johnson City, TN
4535, Patterson Belknap, 17%, $174 million, Business Products & Services, 178, New York, NY
4536, Emergtech Business Solutions, 17%, $3.5 million, IT Services, 35, FARMINGTON HILLS, MI
4537, King & Spalding, 17%, $718 million, Business Products & Services, 793, Atlanta, GA
4538, PLCs Plus International, 17%, $8.5 million, Consumer Products & Services, 49, Bakersfield, CA
4539, Rackmount Solutions, 17%, $8.5 million, Business Products & Services, 16, Plano, TX
4540, rbb Public Relations, 17%, $4.4 million, Advertising & Marketing, 33, Coral Gables, FL
4541, Sterling Communications, 16%, $4.5 million, Telecommunications, 19, Portland, OR
4542, Nyhus Communications, 16%, $2.7 million, Advertising & Marketing, 15, Seattle, WA
4543, Electrosoft Services, 16%, $2.4 million, IT Services, 21, Reston, VA
4544, APCO Worldwide, 16%, $113.4 million, Advertising & Marketing, 566, Washington, DC
4545, Qosina, 16%, $30 million, Health, 94, Edgewood, NY
4546, MarketCounsel, 16%, $3.2 million, Financial Services, 30, Englewood, NJ
4547, Bluestem Brands, 16%, $521.3 million, Consumer Products & Services, 831, Eden Prairie, MN
4548, Miner Central Texas, 16%, $4.9 million, Construction, 15, San Antonio, TX
4549, Exopack, 16%, $785.1 million, Manufacturing, 2726, Spartanburg, SC
4550, Weed Man, 16%, $38.7 million, Consumer Products & Services, 16, Sugarland, TX
4551, PepperDash Technology, 16%, $2.3 million, IT Services, 22, Allston, MA
4552, DocuSource Print Management, 16%, $15.5 million, Business Products & Services, 47, Tigard, OR
4553, C&G Technologies, 16%, $14.8 million, Health, 50, Jeffersonville, IN
4554, Sentry Communications, 16%, $4.1 million, Security, 38, Hicksville, NY
4555, Thompson Coburn, 16%, $163 million, Business Products & Services, 325, St. Louis, MO
4556, The Judge Group, 16%, $199.6 million, Human Resources, 349, West Conshohocken, PA
4557, Sundt Construction, 16%, $1 billion, Construction, 1360, Tempe, AZ
4558, Ovation Travel Group, 16%, $45.7 million, Travel, 420, New York, NY
4559, Hayes Management Consulting, 16%, $16.7 million, Health, 99, Newton Center, MA
4560, redpepper, 16%, $4.2 million, Advertising & Marketing, 26, Nashville, TN
4561, CurrentMarketing, 16%, $6.6 million, Advertising & Marketing, 27, Louisville, KY
4562, Sense Corp, 16%, $16.3 million, Business Products & Services, 104, St. Louis, MO
4563, Flying Pie Pizzaria, 16%, $2.4 million, Food & Beverage, 72, Boise, ID
4564, Hughes Hubbard, 16%, $298.5 million, Business Products & Services, 300, New York, NY
4565, Microwize Technology, 16%, $2.7 million, IT Services, 26, Paramus, NJ
4566, MIG, 16%, $4.8 million, IT Services, 37, New York, NY
4567, Fantastic Sams Hair Salons, 16%, $11.5 million, Consumer Products & Services, 143, Beverly, MA
4568, Cahill Gordon & Reindel, 16%, $323.5 million, Business Products & Services, 273, New York, NY
4569, North American Equipment Upfitters, 16%, $8.5 million, Telecommunications, 53, Hooksett, NH
4570, GSC Logistics, 15%, $33.3 million, Logistics & Transportation, 453, Oakland, CA
4571, American Business Solutions, 15%, $7.6 million, IT Services, 100, Lewis Center, OH
4572, American Fire Restoration, 15%, $5.6 million, Environmental Services, 12, Brooklyn, NY
4573, Tiger Claw, 15%, $11.2 million, Consumer Products & Services, 28, Bristol, CT
4574, Paul Weiss, 15%, $751 million, Business Products & Services, 709, New York, NY
4575, ECi Software Solutions, 15%, $77.4 million, Software, 432, Fort Worth, TX
4576, Foodguys, 15%, $21.9 million, Food & Beverage, 20, Wilsonville, OR
4577, Phoenix Marketing Solutions, 15%, $13 million, Business Products & Services, 60, Warren, NJ
4578, Jaffe PR, 15%, $3.1 million, Advertising & Marketing, 21, Washington, DC
4579, Flying Food Group, 15%, $333 million, Food & Beverage, 3300, Chicago, IL
4580, Cohen & Company, 15%, $32.2 million, Financial Services, 223, Cleveland, OH
4581, Traf-Tex, 15%, $11 million, Government Services, 48, Houston, TX
4582, Truenorthlogic, 15%, $4.3 million, Education, 39, Sandy, UT
4583, Capstone Brokerage, 15%, $2.6 million, Insurance, 21, Las Vegas, NV
4584, On-Site Fuel Service, 15%, $137.8 million, Business Products & Services, 102, Brandon, MS
4585, Convention Data Services, 15%, $13.5 million, Business Products & Services, 140, Bourne, MA
4586, Northwest Crane Service, 15%, $23.7 million, Construction, 67, Woodward, OK
4587, Baker & McKenzie, 15%, $2.1 billion, Business Products & Services, 3738, Chicago, IL
4588, Petersen, 15%, $70 million, Manufacturing, 445, Ogden, UT
4589, Bryan Cave, 15%, $539.5 million, Business Products & Services, 908, St. Louis, MO
4590, Denihan Hospitality Group, 15%, $252.1 million, Travel, 1700, New York, NY
4591, Alliance Staffing Solutions, 15%, $23.9 million, Human Resources, 35, Independence, OH
4592, Hospital Solutions, 15%, $4 million, Health, 89, Houston, TX
4593, Sabre Industries, 15%, $255.3 million, Telecommunications, 969, North Wales, PA
4594, Buckingham Family of Financial Services, 15%, $25.4 million, Financial Services, 84, St. Louis, MO
4595, Phoenix Packaging, 15%, $7.2 million, Manufacturing, 35, Mount Joy, PA
4596, Passero Associates, 15%, $11.7 million, Engineering, 88, Rochester, NY
4597, Great Clips, 15%, $54.5 million, Consumer Products & Services, 192, Minneapolis, MN
4598, Adams & Reese, 15%, $121 million, Business Products & Services, 264, New Orleans, LA
4599, UNICON International, 15%, $24.9 million, IT Services, 203, Columbus, OH
4600, McGraw Wentworth, 15%, $12.5 million, Insurance, 68, Troy, MI
4601, BuyCastings.com, 15%, $3.8 million, Engineering, 18, MIamisburg, OH
4602, Future Research, 15%, $28.1 million, Government Services, 130, Huntsville, AL
4603, Wiley Rein, 15%, $208 million, Business Products & Services, 270, Washington, DC
4604, Live Technologies, 15%, $10.5 million, Business Products & Services, 70, Columbus, OH
4605, Sew What?, 15%, $5.5 million, Manufacturing, 33, Rancho Dominguez, CA
4606, York Telecom, 15%, $80.9 million, Telecommunications, 353, Eatontown, NJ
4607, The Aspen Brands Company, 15%, $20.7 million, Consumer Products & Services, 55, Duluth, GA
4608, 49er Communications, 15%, $2.4 million, Telecommunications, 5, Nevada City, CA
4609, Eminent Technology Solutions, 14%, $3.5 million, IT Services, 27, Williamsville, NY
4610, Gordon & Rees, 14%, $162.7 million, Business Products & Services, 776, San Francisco, CA
4611, Capitol Concierge, 14%, $8.3 million, Business Products & Services, 337, Washington, DC
4612, Advanced Vision Research, 14%, $24.2 million, Health, 11, Woburn, MA
4613, AdvenTech, 14%, $4.8 million, IT Services, 40, Denver, CO
4614, GIS Planning, 14%, $3.3 million, Software, 15, San Francisco, CA
4615, Nelson Mullins, 14%, $212.5 million, Business Products & Services, 399, Columbia, SC
4616, ASD, 14%, $12.1 million, Manufacturing, 47, Boulder, CO
4617, HCA, 14%, $30.7 billion, Health, 194000, Nashville, TN
4618, Everything2go.com, 14%, $11.7 million, Retail, 11, Milwaukee, WI
4619, SGS International, 14%, $352.7 million, Business Products & Services, 50, Louisville, KY
4620, Unistar-Sparco Computers, 14%, $30 million, Computer Hardware, 24, Millington, TN
4621, Davis Wright Tremaine, 14%, $265.5 million, Business Products & Services, 484, Seattle, WA
4622, Caleris, 14%, $8.2 million, Telecommunications, 210, West Des Moines, IA
4623, SkyBitz, 14%, $30.5 million, Business Products & Services, 53, Sterling, VA
4624, Arbor-Nomics Turf, 14%, $4.9 million, Consumer Products & Services, 42, Norcross, GA
4625, ATEK Medical, 14%, $74.3 million, Health, 385, Minneapolis, MN
4626, Net Transcripts, 14%, $2.5 million, Government Services, 16, Scottsdale, AZ
4627, Austin Ribbon & Computer, 14%, $82.3 million, Computer Hardware, 50, Austin, TX
4628, Rumors Salon and Spa, 14%, $3.2 million, Consumer Products & Services, 81, Latham, NY
4629, MxSecure, 14%, $9.7 million, Health, 80, Scottsdale, AZ
4630, Jenner & Block, 14%, $379 million, Business Products & Services, 438, Chicago, IL
4631, Guidant Partners, 14%, $3.1 million, IT Services, 26, Nashville, TN
4632, CSMI, 14%, $21.6 million, Government Services, 92, Lawrence, MA
4633, Prometheus Real Estate Group, 14%, $368.6 million, Real Estate, 615, San Mateo, CA
4634, Control Cable, 14%, $8.4 million, Manufacturing, 47, Baltimore, MD
4635, lsn mobile, 14%, $5.1 million, Media, 21, Atlanta, GA
4636, Smashing Ideas, 14%, $7.9 million, Advertising & Marketing, 68, Seattle, WA
4637, Absolute Capital Management, 14%, $2.7 million, Financial Services, 7, Pittsburgh, PA
4638, Ferris Coffee & Nut, 14%, $13.6 million, Food & Beverage, 50, Grand Rapids, MI
4639, Interactive Solutions, 14%, $15.7 million, Telecommunications, 61, Memphis, TN
4640, Ruiz Protective Service, 14%, $14.6 million, Security, 600, Dallas, TX
4641, West, 14%, $2.4 billion, Business Products & Services, 33400, Omaha, NE
4642, ALL4, 14%, $3.5 million, Environmental Services, 30, Kimberton, PA
4643, Blade Energy Partners, 14%, $21.6 million, Energy, 68, Frisco, TX
4644, Villa Enterprises Management, 14%, $107.3 million, Food & Beverage, 1979, Morristown, NJ
4645, Libsys, 14%, $6.5 million, IT Services, 100, Naperville, IL
4646, Premium 2000+ Warranties, 14%, $8.8 million, Insurance, 15, Winston Salem, NC
4647, Russell Bond, 14%, $5.2 million, Insurance, 46, Buffalo, NY
4648, Western Petroleum, 14%, $333.7 million, Logistics & Transportation, 277, Vernal, UT
4649, Veredus, 14%, $43 million, IT Services, 98, Tampa, FL
4650, Gersh Academy, 13%, $5.1 million, Education, 66, Huntington, NY
4651, Smart Lines, 13%, $13.3 million, Logistics & Transportation, 26, Oklahoma City, OK
4652, Razorleaf, 13%, $2.9 million, IT Services, 25, Stow, OH
4653, PharmaSmart, 13%, $7.8 million, Manufacturing, 21, Rochester, NY
4654, Lumenate, 13%, $36.8 million, IT Services, 38, Addison, TX
4655, Stoel Rives, 13%, $195 million, Business Products & Services, 373, Portland, OR
4656, XCEND Group, 13%, $5.1 million, IT Services, 16, Brighton, MI
4657, CKR Interactive, 13%, $10.9 million, Advertising & Marketing, 36, Campbell, CA
4658, Apple Rock, 13%, $12.9 million, Advertising & Marketing, 48, Greensboro, NC
4659, Loeb & Loeb, 13%, $247.5 million, Business Products & Services, 294, Los Angeles, CA
4660, Valir Health, 13%, $49.3 million, Health, 562, Oklahoma City, OK
4661, Axiom Requisition Copy Service, 13%, $2.6 million, Business Products & Services, 30, Okemos, MI
4662, Peritus, 13%, $9.1 million, IT Services, 72, Irving, TX
4663, Seaway Printing Company, 13%, $4.7 million, Business Products & Services, 32, Green Bay, WI
4664, Thompson Technologies, 13%, $22.2 million, IT Services, 186, Kennesaw, GA
4665, Hinshaw & Culbertson, 13%, $200 million, Business Products & Services, 475, Chicago, IL
4666, Brown Rudnick, 13%, $165.5 million, Business Products & Services, 184, Boston, MA
4667, Saladworks, 13%, $6 million, Food & Beverage, 25, Conshohocken, PA
4668, Advecor, 13%, $10.8 million, Advertising & Marketing, 24, San Diego, CA
4669, Wilson Associates, 13%, $42 million, Construction, 306, Dallas, TX
4670, Fenwick & West, 13%, $206.5 million, Business Products & Services, 628, Mountain View, CA
4671, Excelsior Defense, 13%, $3.3 million, Security, 175, Saint Petersburg, FL
4672, Irell & Manella, 13%, $256 million, Business Products & Services, 184, Los Angeles, CA
4673, Inspec Tech, 13%, $7.3 million, Manufacturing, 26, Valley Head, AL
4674, Ebit Information Systems, 13%, $4.6 million, IT Services, 41, Jeffersonville, IN
4675, iTech Solutions, 13%, $7.9 million, IT Services, 98, Farmington, CT
4676, Red Cloud, 13%, $4.8 million, Business Products & Services, 7, Los Angeles, CA
4677, Horsemen Investigations, 13%, $7.5 million, Insurance, 117, Huntington Beach, CA
4678, Alexa's Angels, 13%, $2.6 million, Retail, 14, Windsor, CO
4679, JRD Packaging and Industrial Supply, 13%, $3.8 million, Manufacturing, 7, Mount Joy, PA
4680, Optimax Systems, 12%, $15 million, Manufacturing, 141, Ontario, NY
4681, Give Something Back, 12%, $29 million, Business Products & Services, 86, Oakland, CA
4682, The Queensboro Shirt Company, 12%, $11.8 million, Consumer Products & Services, 105, Wilmington, NC
4683, Northridge Systems, 12%, $9.1 million, IT Services, 73, Roswell, GA
4684, Chapman and Cutler, 12%, $149.5 million, Business Products & Services, 205, Chicago, IL
4685, Kimpton Hotels & Restaurants, 12%, $686.9 million, Travel, 6825, San Francisco, CA
4686, Cornerstone Research Group, 12%, $9.9 million, Engineering, 66, Dayton, OH
4687, Ropes & Gray, 12%, $822.5 million, Business Products & Services, 928, Boston, MA
4688, AAA Business Supplies & Interiors, 12%, $16.9 million, Business Products & Services, 46, San Francisco, CA
4689, Mattress Firm, 12%, $576.9 million, Retail, 1493, Houston, TX
4690, The Intermarket Group, 12%, $27.6 million, Business Products & Services, 28, Miami, FL
4691, Broad Street Realty, 12%, $25.8 million, Real Estate, 16, Bethesda, MD
4692, eeBoo, 12%, $6.3 million, Manufacturing, 10, New York, NY
4693, Jones Day, 12%, $1.6 billion, Business Products & Services, 2502, Cleveland, OH
4694, LeapFrog Solutions, 12%, $2.4 million, Advertising & Marketing, 25, Oakton, VA
4695, R.W. Garcia, 12%, $25.5 million, Food & Beverage, 105, San Jose, CA
4696, Honigman Miller Schwartz and Cohn, 12%, $158 million, Business Products & Services, 222, Detroit, MI
4697, Garvey's Office Products, 12%, $28.1 million, Business Products & Services, 66, Niles, IL
4698, Verst Group, 12%, $140 million, Logistics & Transportation, 1200, Walton, KY
4699, Apple-Metro, 12%, $127 million, Food & Beverage, 3150, Harrison, NY
4700, Haynes and Boone, 12%, $296 million, Business Products & Services, 492, Dallas, TX
4701, ServerCentral, 12%, $17.1 million, IT Services, 48, Chicago, IL
4702, Housing Helpers, 12%, $4.2 million, Real Estate, 25, Boulder, CO
4703, Shark Industries, 12%, $4.8 million, Manufacturing, 25, ROCKFORD, MN
4704, Graphics Systems, 12%, $10.8 million, Software, 40, Menomonee Falls, WI
4705, Henderson Engineers, 12%, $56.3 million, Construction, 436, Lenexa, KS
4706, Financial Investments, 12%, $2.3 million, Financial Services, 7, Herndon, VA
4707, Aurico Reports, 12%, $6.7 million, Human Resources, 51, Arlington Heights, IL
4708, Dunkin' Brands, 12%, $577.1 million, Food & Beverage, 1075, Canton, MA
4709, Chaparral Energy, 12%, $408.6 million, Energy, 765, Oklahoma City, OK
4710, PSA Insurance & Financial Services, 12%, $23.9 million, Financial Services, 170, Hunt Valley, MD
4711, Freightquote.com, 12%, $421.5 million, Logistics & Transportation, 914, Lenexa, KS
4712, Wagic, 12%, $14.1 million, Consumer Products & Services, 25, Los Gatos, CA
4713, Aquire, 12%, $9.6 million, Software, 72, Irving, TX
4714, Porter Capital, 12%, $9 million, Financial Services, 27, Birmingham, AL
4715, EM-Assist, 11%, $16.7 million, Government Services, 140, Folsom, CA
4716, Fulfillment Strategies International, 11%, $5.1 million, Logistics & Transportation, 29, Austell, GA
4717, Identity, 11%, $3.3 million, Advertising & Marketing, 23, Bingham Farms, MI
4718, ShuBee, 11%, $4 million, Business Products & Services, 19, Macon, GA
4719, Extra Innings, 11%, $6.7 million, Consumer Products & Services, 17, Middleton, MA
4720, Auriga, 11%, $9.7 million, Software, 280, Woburn, MA
4721, Value Based Solutions, 11%, $3.2 million, Business Products & Services, 9, Westlake, OH
4722, International Sourcing, 11%, $46.8 million, Business Products & Services, 74, Memphis, TN
4723, IQMS, 11%, $16.6 million, Software, 100, Paso Robles, CA
4724, Advance Drum Service, 11%, $3.5 million, Manufacturing, 33, Mableton, GA
4725, The Hamister Group, 11%, $46.3 million, Health, 740, Williamsville, NY
4726, LifeCare, 11%, $358.3 million, Health, 150, Plano, TX
4727, Innoveer Solutions, 11%, $15.7 million, Business Products & Services, 112, Boston, MA
4728, Avalon Consulting, 11%, $5.3 million, IT Services, 39, Plano, TX
4729, Marlabs, 11%, $100.3 million, IT Services, 1778, Piscataway, NJ
4730, Builder Homesite, 11%, $24.8 million, Advertising & Marketing, 170, Austin, TX
4731, Goodwin Procter, 11%, $678.5 million, Business Products & Services, 741, Boston, MA
4732, Media Prowler, 11%, $12.6 million, Advertising & Marketing, 22, Reston, VA
4733, Trident Contract Management, 11%, $8.1 million, IT Services, 12, Madison, WI
4734, Automated Systems Design, 11%, $18.9 million, IT Services, 36, Alpharetta, GA
4735, First Hospitality Group, 11%, $175.1 million, Travel, 1500, Rosemont, IL
4736, Plascon Group, 11%, $15 million, Manufacturing, 50, Traverse City, MI
4737, The Benecon Group, 11%, $16.9 million, Insurance, 70, Lancaster, PA
4738, PMMC, 11%, $6.3 million, Software, 40, Charlotte, NC
4739, InfoSol, 11%, $7.5 million, Software, 36, Phoenix, AZ
4740, Highland Forwarding, 11%, $10.7 million, Logistics & Transportation, 14, Bedford, NH
4741, RKA Petroleum Companies, 11%, $392.5 million, Energy, 51, Romulus, MI
4742, Glacier Water, 11%, $100.1 million, Food & Beverage, 419, Vista, CA
4743, Next Generation Wireless, 11%, $15.6 million, Telecommunications, 84, Cedar Falls, IA
4744, Corporate Office Centers, 11%, $20.5 million, Business Products & Services, 115, Arlington, TX
4745, Distribution Video & Audio (DVA), 11%, $22.8 million, Consumer Products & Services, 38, Palm Harbor, FL
4746, Arent Fox, 11%, $223.5 million, Business Products & Services, 323, Washington, DC
4747, Milestone Metals, 11%, $30.5 million, Manufacturing, 20, Fairfax, VA
4748, Pragmatic Marketing, 11%, $10.7 million, Business Products & Services, 24, Scottsdale, AZ
4749, SnugZ USA, 11%, $24.8 million, Advertising & Marketing, 210, Salt Lake City, UT
4750, Caring Senior Service, 11%, $6.7 million, Health, 1000, San Antonio, TX
4751, CRAssociates, 11%, $83.4 million, Health, 752, Newington, VA
4752, RAM Technologies, 11%, $5.6 million, Software, 25, Fort Washington, PA
4753, Impact Networking, 11%, $25.1 million, Business Products & Services, 109, Waukegan, IL
4754, Ven-Tel Plastics Corp., 11%, $7.1 million, Manufacturing, 65, Largo, FL
4755, Valador, 11%, $15.9 million, Government Services, 68, Herndon, VA
4756, Adesso, 11%, $11 million, Computer Hardware, 200, Walnut, CA
4757, Sheppard Mullin, 11%, $368 million, Business Products & Services, 465, Los Angeles, CA
4758, Snell & Wilmer, 10%, $243 million, Business Products & Services, 410, Phoenix, AZ
4759, Bailey Lauerman, 10%, $9.7 million, Advertising & Marketing, 93, Lincoln, NE
4760, Market Probe, 10%, $45.7 million, Advertising & Marketing, 300, Milwaukee, WI
4761, GB Collects, 10%, $3.9 million, Financial Services, 57, West Berlin, NJ
4762, Davis Polk, 10%, $870 million, Business Products & Services, 742, New York, NY
4763, Alston & Bird, 10%, $571 million, Business Products & Services, 794, Atlanta, GA
4764, Powell Christensen, 10%, $380.4 million, Logistics & Transportation, 300, Grandview, WA
4765, Diverse Lynx, 10%, $17.2 million, IT Services, 90, Princeton, NJ
