Rank,Company Name,3-Year % Growth,Revenue,Industry,# of Employees,City,State
1804, Reindeer Auto Relocation, 176%, $20.8 million, Logistics & Transportation, 47, Zionsville, IN
1805, Auction Systems Auctioneers & Appraisers, 176%, $52.6 million, Business Products & Services, 71, Phoenix, AZ
1806, Latisys, 176%, $34.5 million, IT Services, 105, Englewood, CO
1807, WhiteFence, 176%, $23.6 million, Consumer Products & Services, 90, Houston, TX
1808, Everon Technology Services, 176%, $4 million, IT Services, 34, Boston, MA
1809, Anue Systems, 176%, $10.6 million, Computer Hardware, 45, Austin, TX
1810, Transformation Systems, 176%, $4 million, Business Products & Services, 20, Arlington, VA
1811, Yerba Buena Engineering & Construction, 176%, $14.6 million, Construction, 35, San Francisco, CA
1812, Net Matrix Solutions, 176%, $24.4 million, IT Services, 150, Houston, TX
1813, Advanced Brain Monitoring, 176%, $3 million, Health, 24, Carlsbad, CA
1814, Education Management Solutions, 176%, $6 million, Education, 41, Exton, PA
1815, Preserve, 175%, $4.7 million, Consumer Products & Services, 17, Waltham, MA
1816, Veroxity Technology Partners, 175%, $21 million, Telecommunications, 40, Bedford, MA
1817, DSG, 175%, $32.1 million, Health, 150, Malvern, PA
1817, Agilaire, 175%, $13.9 million, Business Products & Services, 12, Redwood City, CA
1818, Bodybuilding.com, 175%, $129 million, Retail, 273, Meridian, ID
1819, Bell Foods, 175%, $5.7 million, Food & Beverage, 20, Harahan, LA
1820, trustaff, 175%, $53.5 million, Human Resources, 800, Cincinnati, OH
1821, Magnuson Hotels, 175%, $3.1 million, Travel, 26, Spokane, WA
1823, Trinet Internet Solutions, 175%, $5.2 million, IT Services, 50, Irvine, CA
1824, Cenero, 174%, $16.1 million, IT Services, 50, Malvern, PA
1825, Meredith Digital, 174%, $4.8 million, Computer Hardware, 13, Santa Ana, CA
1826, Legacy Aviation Services, 174%, $4.3 million, Business Products & Services, 28, Yukon, OK
1827, US Tech Solutions, 174%, $39.9 million, IT Services, 475, Jersey City, NJ
1828, M5 Networks, 174%, $23.2 million, Telecommunications, 99, New York, NY
1829, Ideal Integrations, 174%, $5.2 million, IT Services, 28, North Versailles, PA
1830, Compliance 360, 174%, $5.3 million, Software, 38, Alpharetta, GA
1831, The Experts, 174%, $32.2 million, IT Services, 345, Fort Lauderdale, FL
1832, Fantasy Flight Games, 174%, $12.9 million, Media, 57, Roseville, MN
1833, LetterLogic, 174%, $11.9 million, Business Products & Services, 31, Nashville, TN
1834, NET Systems, 174%, $17.1 million, Computer Hardware, 15, Irvine, CA
1835, Briteskies, 174%, $3.8 million, IT Services, 20, Independence, OH
1836, Clear Capital, 174%, $74.8 million, Real Estate, 180, Truckee, CA
1837, Global Futures & Forex, 173%, $164.7 million, Financial Services, 300, Grand Rapids, MI
1838, Avalex Technologies Corporation, 173%, $12.7 million, Government Services, 43, Pensacola, FL
1839, PartsSource, 173%, $82.1 million, Health, 225, Aurora, OH
1840, IBT Holdings, 173%, $69.8 million, Construction, 72, Norcross, GA
1841, Crowe Paradis, 173%, $13.2 million, Insurance, 128, Wakefield, MA
1842, The Launch Pad, 173%, $2.4 million, IT Services, 21, Odessa, FL
1843, Paragon Solutions Group, 173%, $52.1 million, Computer Hardware, 23, Denver, CO
1844, iPipeline, 173%, $9.6 million, Software, 102, Exton, PA
1845, Business Integra, 172%, $7.9 million, IT Services, 77, Greenbelt, MD
1846, Pharmacy OneSource, 172%, $9 million, Software, 69, Bellevue, WA
1847, LightWorks Optics, 172%, $14.1 million, Engineering, 58, Tustin, CA
1848, Vortex Recycling, 172%, $6 million, Environmental Services, 28, New Castle, PA
1849, Americare Home Therapy, 172%, $6.4 million, Health, 168, Jacksonville, FL
1850, Built NY, 172%, $21.6 million, Retail, 45, New York, NY
1851, Pinckney Hugo Group, 172%, $9 million, Advertising & Marketing, 25, Syracuse, NY
1852, Access Capital, 172%, $2.4 million, Financial Services, 21, Tustin, CA
1853, Bankers Healthcare Group, 172%, $105.6 million, Financial Services, 77, Southwest Ranches, FL
1854, Coverity, 172%, $19.7 million, Software, 140, San Francisco, CA
1855, Elastec, 172%, $9.1 million, Manufacturing, 67, Carmi, IL
1856, EMSystems, 172%, $8.2 million, Health, 60, Milwaukee, WI
1857, WebMetro, 172%, $10.1 million, Advertising & Marketing, 40, San Dimas, CA
1858, Urooj, 172%, $4 million, IT Services, 35, Rutherford, NJ
1859, NeoCom Solutions, 171%, $19.9 million, Telecommunications, 70, Woodstock, GA
1860, Anexinet Technology, 171%, $47.8 million, IT Services, 150, Blue Bell, PA
1861, Jinx, 171%, $7 million, Retail, 23, Poway, CA
1862, Crescent Solutions, 171%, $33.5 million, Human Resources, 36, Lake Worth, FL
1863, Haig Service, 171%, $5.6 million, Business Products & Services, 45, Green Brook, NJ
1864, Lumension, 171%, $52.7 million, Software, 260, Scottsdale, AZ
1865, MTC Transformers, 171%, $16.1 million, Energy, 85, Wytheville, VA
1866, IguanaMed, 171%, $8.6 million, Health, 18, Chicago, IL
1867, STOPS, 171%, $23.8 million, Business Products & Services, 132, Titusville, FL
1868, P & C Construction, 171%, $17 million, Construction, 51, Chattanooga, TN
1869, Construction Services 2000, 171%, $4.6 million, Construction, 69, Millstadt, IL
1870, Answer Center America, 171%, $3.8 million, Business Products & Services, 120, Chicago, IL
1871, Oversee.net, 170%, $208.9 million, Advertising & Marketing, 175, Los Angeles, CA
1872, BirdDog Solutions, 170%, $23.4 million, Logistics & Transportation, 135, Andover, MA
1873, Right at Home, 170%, $6.4 million, Health, 6000, Omaha, NE
1874, PureSafety, 170%, $18.9 million, Software, 125, Franklin, TN
1875, PC Outlet, 170%, $4.1 million, Computer Hardware, 17, San Antonio, TX
1876, eROI, 170%, $4.8 million, Advertising & Marketing, 46, Portland, OR
1877, RTL Networks, 170%, $6.1 million, IT Services, 45, Denver, CO
1878, Laritech, 170%, $3.1 million, Computer Hardware, 31, Moorpark, CA
1879, Halo Group, 170%, $10.9 million, IT Services, 76, Novi, MI
1880, Liquid Technology, 169%, $4.9 million, IT Services, 25, Brooklyn, NY
1881, LiquidHub, 169%, $53.5 million, IT Services, 483, Wayne, PA
1882, New Dawn Technologies, 169%, $5.4 million, Software, 60, Logan, UT
1883, The Alamo Travel Group, 169%, $127.1 million, Travel, 71, San Antonio, TX
1884, User Insight, 169%, $3.5 million, Advertising & Marketing, 35, Atlanta, GA
1885, Qualys, 169%, $50.3 million, Security, 205, Redwood Shores, CA
1886, Houston Motor & Control, 169%, $5.2 million, Manufacturing, 15, Houston, TX
1887, Bare International, 169%, $24.6 million, Business Products & Services, 110, Fairfax, VA
1888, Nuclear Safety Associates, 169%, $8.8 million, Engineering, 35, Johnson City, TN
1889, Wireless World, 169%, $9.5 million, Retail, 49, Marion, NY
1890, Kaztronix, 169%, $22.4 million, Human Resources, 220, McLean, VA
1891, LogoIncluded, 168%, $12.4 million, Business Products & Services, 32, Cumming, GA
1892, Total Engineering, 168%, $42.5 million, Construction, 154, Lanham, MD
1893, Single Path, 168%, $8.2 million, Telecommunications, 30, Lombard, IL
1894, Million Dollar Baby, 168%, $27.6 million, Consumer Products & Services, 45, Montebello, CA
1895, ITS Infinity Trading, 168%, $8.3 million, Business Products & Services, 13, Tempe, AZ
1896, Syrinx Consulting, 168%, $6.1 million, IT Services, 40, Needham, MA
1897, Gatehouse Holdings, 168%, $18.7 million, Financial Services, 230, Berwyn, PA
1898, Arketi Group, 168%, $2.4 million, Advertising & Marketing, 15, Atlanta, GA
1899, Elwood Staffing, 167%, $140.4 million, Human Resources, 182, Columbus, IN
1900, NogginLabs, 167%, $5.1 million, Education, 52, Chicago, IL
1901, CallTower, 167%, $12.7 million, Telecommunications, 65, San Francisco, CA
1902, The Saxon Group, 167%, $50.7 million, Construction, 600, SUWANEE, GA
1903, Varel International, 167%, $276 million, Energy, 1100, Carrollton, TX
1904, Massachusetts Technology, 167%, $2.4 million, IT Services, 5, Allston, MA
1905, New Tech Global, 167%, $34.6 million, Energy, 189, Houston, TX
1906, Acusis, 167%, $17 million, Health, 1100, Pittsburgh, PA
1907, Fortis Riders, 167%, $3.2 million, Logistics & Transportation, 8, Greenville, SC
1908, NuJak Development, 167%, $8.8 million, Construction, 20, Lakeland, FL
1909, One Source, 167%, $9 million, Business Products & Services, 15, Franklin, TN
1910, Beacon Partners, 167%, $29 million, Health, 144, Weymouth, MA
1911, Turning Technologies, 167%, $30.1 million, IT Services, 165, Youngstown, OH
1912, Modern Survey, 166%, $2.3 million, Business Products & Services, 24, Minneapolis, MN
1913, BizQuest, 166%, $2 million, Advertising & Marketing, 8, Pasadena, CA
1914, CMDI, 166%, $9.4 million, Business Products & Services, 210, Falls Church, VA
1915, Best Upon Request, 166%, $5.4 million, Business Products & Services, 118, Cincinnati, OH
1916, Paycom Payroll, 166%, $21.4 million, Business Products & Services, 260, Oklahoma City, OK
1917, Atlas Travel International, 166%, $165 million, Travel, 105, Milford, MA
1918, Everglades Technologies, 166%, $4.7 million, Telecommunications, 24, New York, NY
1919, Pro-Air Services, 166%, $5.4 million, Construction, 40, Decatur, AL
1920, The Computer Company, 166%, $3.4 million, IT Services, 28, Cromwell, CT
1921, Sygnetics, 166%, $10.4 million, Government Services, 168, Rochester Hills, MI
1922, Leading Edge Recovery Solutions, 166%, $19.7 million, Financial Services, 335, Chicago, IL
1923, Smart IMS, 166%, $12.5 million, IT Services, 210, Plainsboro, NJ
1924, MMS - A Medical Supply Company, 166%, $371.4 million, Health, 486, Earth City, MO
1925, VoIP Logic, 165%, $4.6 million, Telecommunications, 30, Williamstown, MA
1926, Fortinet, 165%, $211.8 million, Security, 1015, Sunnyvale, CA
1927, ActioNet, 165%, $23.4 million, Government Services, 150, Vienna, VA
1928, Riverside Manufacturing, 165%, $70.1 million, Manufacturing, 450, Fort Wayne, IN
1929, ADPERIO, 165%, $34.9 million, Advertising & Marketing, 50, Denver, CO
1930, LearnLive Technologies, 165%, $3.8 million, Education, 23, Seattle, WA
1931, SOURCEntra, 165%, $2 million, Business Products & Services, 6, Framingham, MA
1932, Infinity Consulting Solutions, 165%, $17.6 million, Human Resources, 132, New York, NY
1933, Adaptive Materials, 165%, $7.9 million, Energy, 62, Ann Arbor, MI
1934, Echo 24, 164%, $5.6 million, Telecommunications, 50, Reynoldsburg, OH
1935, IntegraCore, 164%, $7.3 million, Logistics & Transportation, 140, West Jordan, UT
1936, Isis Parenting, 164%, $5 million, Consumer Products & Services, 160, Needham, MA
1937, Management Resources Group, 164%, $19.2 million, Business Products & Services, 75, Southbury, CT
1938, Windmill International, 164%, $39.8 million, Engineering, 125, Nashua, NH
1939, Anatomy Supply Partners, 164%, $6.3 million, Business Products & Services, 9, Atlanta, GA
1940, Xchange Telecom, 164%, $19.6 million, Telecommunications, 54, Brooklyn, NY
1941, Tenacity Solutions, 164%, $19.7 million, IT Services, 80, Reston, VA
1942, AWSI, 164%, $7.4 million, Human Resources, 28, Tustin, CA
1943, NGP Software, 164%, $6.2 million, Software, 44, Washington, DC
1944, WMPH Vacations, 164%, $5.2 million, Travel, 51, Delray Beach, FL
1945, ReStockIt.com, 164%, $14.5 million, Business Products & Services, 18, Davie, FL
1946, Comm-Works, 164%, $129.9 million, IT Services, 299, Minneapolis, MN
1947, Ellipse Communications, 164%, $3.6 million, Software, 37, Dallas, TX
1948, Danoski Clutts Building Group, 164%, $24.9 million, Construction, 27, Las Vegas, NV
1949, Net Health Systems, 164%, $4.4 million, Health, 31, Pittsburgh, PA
1950, Aerospace & Commercial Technologies, 164%, $7.4 million, Government Services, 8, Aledo, TX
1951, Red River Solutions, 164%, $7.1 million, IT Services, 14, Dalals, TX
1952, Daymark Solutions, 163%, $14.8 million, IT Services, 28, Burlington, MA
1953, Wireless Connection, 163%, $3.9 million, Telecommunications, 34, Hamilton, MT
1954, Amyx, 163%, $11.1 million, Government Services, 59, Reston, VA
1955, Beacon Associates, 163%, $7.2 million, Government Services, 100, Bel Air, MD
1956, GIS Planning, 163%, $4 million, Software, 15, San Francisco, CA
1957, Truenorthlogic, 163%, $3.7 million, Education, 33, Sandy, UT
1958, Tiger Claw, 163%, $11.5 million, Consumer Products & Services, 25, Bristol, CT
1959, Therapy Source, 163%, $6.9 million, Health, 10, Plymouth Meeting, PA
1960, Cedar Valley Exteriors, 163%, $23.7 million, Construction, 48, Minneapolis, MN
1961, Hot Studio, 163%, $6.5 million, Advertising & Marketing, 38, San Francisco, CA
1962, Foot Petals, 163%, $8.1 million, Retail, 10, Long Beach, CA
1963, BACtrack Breathalyzers, 163%, $3.6 million, Business Products & Services, 9, San Francisco, CA
1964, Utopia, 163%, $4.5 million, IT Services, 150, Mundelein, IL
1965, RetailWorks Real Estate, 162%, $10.5 million, Real Estate, 11, Atlanta, GA
1966, Integration Partners, 162%, $26.5 million, IT Services, 40, Lexington, MA
1967, Sunshine Minting, 162%, $290.7 million, Manufacturing, 182, Coeur d' Alene, ID
1968, SAFEbuilt, 162%, $10 million, Government Services, 67, Loveland, CO
1969, Krozak Information Technologies, 162%, $6.5 million, IT Services, 20, Silver Spring, MD
1970, LTC Financial Partners, 162%, $20.5 million, Insurance, 40, Kirkland, WA
1971, Mathand, 162%, $5.2 million, Manufacturing, 8, Woodstock, GA
1972, Operative, 162%, $21.8 million, Software, 260, New York, NY
1973, Ducts Unlimited Mechanical Systems, 162%, $7.8 million, Construction, 57, Arvada, CO
1974, IntraLinks Holdings, 162%, $143.9 million, Software, 378, New York, NY
1975, Big Red Fasteners, 162%, $4.9 million, Retail, 18, Broken Arrow, OK
1976, Abraxas, 162%, $100 million, IT Services, 480, Herndon, VA
1977, Trend Personnel Services, 162%, $55 million, Human Resources, 38, Rockwall, TX
1978, Industrial Revolution, 162%, $6.5 million, Consumer Products & Services, 14, Redmond, WA
1979, IMS ExpertServices, 162%, $11.8 million, Business Products & Services, 33, Pensacola, FL
1980, MAS Medical Staffing, 161%, $9.1 million, Health, 175, Manchester, NH
1981, Costume Craze, 161%, $9.8 million, Retail, 45, Pleasant Grove, UT
1982, Doyles, 161%, $28.5 million, Energy, 179, Corpus Christi, TX
1983, Kolkhorst Petroleum, 161%, $93.3 million, Energy, 75, Navasota, TX
1985, Davis Trucking, 161%, $15.3 million, Logistics & Transportation, 40, San Diego, CA
1986, Custom Manufacturing Solutions, 161%, $33.5 million, Manufacturing, 146, Xenia, OH
1987, Advantage Engineering & IT Solutions, 161%, $4.9 million, Government Services, 23, Eldersburg, MD
1988, Comprobase, 161%, $3.5 million, IT Services, 40, Reston, VA
1989, Blue Baker, 161%, $3.7 million, Food & Beverage, 88, College Station, TX
1990, Proto Labs, 161%, $44.4 million, Manufacturing, 275, Maple Plain, MN
1991, Dig Communications, 161%, $6.1 million, Advertising & Marketing, 36, Chicago, IL
1992, White Horse, 160%, $8.9 million, Advertising & Marketing, 35, Portland, OR
1993, Page One Public Relations, 160%, $4.5 million, Advertising & Marketing, 18, Palo Alto, CA
1994, Option Investments, 160%, $8.2 million, Financial Services, 53, Irvine, CA
1995, Discovery - The Financial Information Group, 160%, $6.3 million, Financial Services, 34, Shrewsbury, NJ
1996, TelePacific Communications, 160%, $443.9 million, Telecommunications, 1100, Los Angeles, CA
1997, Topline Products, 160%, $84 million, Consumer Products & Services, 37, Wayne, NJ
1998, Wiredrive, 160%, $2.9 million, Software, 22, Marina del Rey, CA
1999, Advanced Federal Services, 160%, $25.5 million, Government Services, 355, Madison, AL
2000, MDS Medical Software, 160%, $2.7 million, Health, 12, Scottsdale, AZ
2001, The FruitGuys, 160%, $7.7 million, Food & Beverage, 35, South San Francsico, CA
2002, KingLinen, 159%, $6.3 million, Retail, 5, Fontana, CA
2003, GTM Sportswear, 159%, $43.1 million, Consumer Products & Services, 500, Manhattan, KS
2004, Wpromote, 159%, $7.1 million, Advertising & Marketing, 49, El Segundo, CA
2005, ESW, 159%, $4.2 million, Education, 83, Crown Point, IN
2006, SenDEC, 159%, $43.2 million, Manufacturing, 150, Fairport, NY
2007, Asset Protection & Security Services, 159%, $57.4 million, Security, 587, CORPUS CHRISTI, TX
2008, National Recovery Agency & American Agencies, 159%, $32 million, Financial Services, 180, Harrisburg, PA
2009, New Editions Consulting, 159%, $7 million, Government Services, 41, McLean, VA
2011, AgencyPort Insurance Services, 158%, $14.1 million, Software, 86, Boston, MA
2012, Career Sports & Entertainment, 158%, $19.3 million, Advertising & Marketing, 130, Atlanta, GA
2013, Beacon Hill Staffing Group, 158%, $45.7 million, Human Resources, 112, Boston, MA
2014, Clarity Solution Group, 158%, $9.1 million, IT Services, 8, Palatine, IL
2015, Expedited Logistics and Freight Services, 158%, $29.5 million, Logistics & Transportation, 65, Houston, TX
2016, Industrial Staffing Services, 158%, $21.1 million, Human Resources, 16, East Brunswick, NJ
2017, Sunray Enterprise, 158%, $5.8 million, IT Services, 20, Atlanta, GA
2018, Compass Homes, 158%, $3.6 million, Construction, 6, Delaware, OH
2019, Quake Global, 158%, $20.2 million, Telecommunications, 33, San Diego, CA
2020, MX Logic, 158%, $20.3 million, Security, 203, Englewood, CO
2021, Symphony Tables, 158%, $2.1 million, Manufacturing, 4, Acworth, GA
2022, Renewal Design-Build, 158%, $4.3 million, Construction, 14, Decatur, GA
2023, Vocera, 157%, $39.8 million, Health, 130, San Jose, CA
2024, GovDelivery, 157%, $6.6 million, Government Services, 48, Saint Paul, MN
2025, Taphandles, 157%, $7.3 million, Manufacturing, 330, Seattle, WA
2026, Evergreen Lumber & Truss, 157%, $10.1 million, Manufacturing, 91, Purvis, MS
2027, Clarity, 157%, $22.9 million, Logistics & Transportation, 31, Gainesville, GA
2028, Worktank, 157%, $6.8 million, Advertising & Marketing, 60, Seattle, WA
2029, Rosati Windows, 157%, $263.7 million, Manufacturing, 82, Columbus, OH
2030, Rapid Repair, 157%, $263.7 million, Consumer Products & Services, 16, Kalamazoo, MI
2031, Restaurant Technologies, 157%, $263.7 million, Food & Beverage, 573, Eagan, MN
2032, Partners Consulting Services, 157%, $68.1 million, IT Services, 500, Buena Park, CA
2033, On Board Entertainment, 157%, $14.4 million, Advertising & Marketing, 15, Sausalito, CA
2034, Vista Window, 157%, $21.3 million, Manufacturing, 180, Warren, OH
2035, Brooklyn Industries, 157%, $12.2 million, Retail, 123, Brooklyn, NY
2036, Great Expressions Dental Centers, 157%, $117.9 million, Health, 1100, Bloomfield Hills, MI
2037, Integra Staffing, 157%, $8.8 million, Human Resources, 300, Charlotte, NC
2038, OAKLEAF, 156%, $594.6 million, Business Products & Services, 750, Windsor, CT
2039, Glazer-Kennedy Insider's Circle, 156%, $15 million, Advertising & Marketing, 27, Towson, MD
2040, Triple Point Technology, 156%, $70.5 million, Software, 415, Westport, CT
2041, Late July Organic Snacks, 156%, $7.7 million, Food & Beverage, 12, Barnstable, MA
2042, Elite CME, 156%, $3.1 million, Education, 12, Ormond Beach, FL
2043, People Creating Success, 156%, $9.8 million, Health, 361, Ventura, CA
2044, Niagara Conservation, 156%, $62.6 million, Environmental Services, 72, Cedar Knolls, NJ
2045, Stanek Holdco, 156%, $50.5 million, Construction, 140, Golden, CO
2046, Decision Resources Group, 156%, $94.1 million, Health, 434, Burlington, MA
2047, VIP Mortgage, 156%, $2.5 million, Financial Services, 32, Hurst, TX
2048, Labor Law Center, 156%, $4.2 million, Business Products & Services, 31, Garden Grove, CA
2049, Affordable Concepts, 155%, $59.2 million, Construction, 55, North Las Vegas, NV
2050, Perimeter Technology, 155%, $6.7 million, IT Services, 24, Oklahoma City, OK
2051, Prairie City Bakery, 155%, $15.1 million, Food & Beverage, 8, Vernon Hills, IL
2052, Zebra Construction Company, 155%, $38.8 million, Construction, 165, Suwanee, GA
2053, TravelClick, 155%, $177.3 million, Travel, 475, New York, NY
2054, ePromos Promotional Products, 155%, $5.2 million, Business Products & Services, 10, New York, NY
2055, Fisher Tank Company, 155%, $80.7 million, Construction, 260, Chester, PA
2056, Capital H Group, 155%, $34 million, Human Resources, 130, Chicago, IL
2057, Compressor World, 155%, $3.5 million, Business Products & Services, 2, South Easton, MA
2058, PuroClean, 155%, $8.7 million, Environmental Services, 30, Tamarac, FL
2059, Sales Optimizer, 155%, $2 million, Business Products & Services, 15, Altamonte Springs, FL
2060, Tarte, 155%, $10.1 million, Consumer Products & Services, 21, New York, NY
2061, Hanover Fire & Casualty Insurance, 154%, $4.7 million, Insurance, 13, Conshohocken, PA
2062, Area51-ESG, 154%, $20.9 million, Computer Hardware, 49, Irvine, CA
2063, Access Insurance Holdings, 154%, $222.7 million, Insurance, 368, Atlanta, GA
2064, PLS Financial Services, 154%, $209.7 million, Financial Services, 2909, Chicago, IL
2065, Long Wave, 154%, $26.2 million, Government Services, 71, Oklahoma City, OK
2066, Advisors Mortgage Group, 154%, $10 million, Financial Services, 200, Wall, NJ
2067, Horizon Marketing Group, 154%, $4.8 million, Advertising & Marketing, 55, Rocky Hill, CT
2068, Montesquieu, 154%, $23.6 million, Food & Beverage, 108, San Diego, CA
2069, Cellular Sales of Knoxville, 154%, $207.3 million, Retail, 185, Knoxville, TN
2070, United Staffing Associates, 154%, $35.8 million, Human Resources, 56, San Luis Obispo, CA
2071, Lightspeed Systems, 154%, $10.7 million, Software, 72, Bakersfield, CA
2072, Purchasing Power, 153%, $75.4 million, Business Products & Services, 100, Atlanta, GA
2073, NetQuote, 153%, $93 million, Insurance, 109, Denver, CO
2074, CustomInk, 153%, $59.6 million, Consumer Products & Services, 221, McLean, VA
2075, Alliance, 153%, $7.8 million, Manufacturing, 12, Valparaiso, IN
2076, Milestone, 153%, $21.2 million, IT Services, 607, Fremont, CA
2077, Culpepper & Associates Security Services, 153%, $7.3 million, Security, 300, Atlanta, GA
2078, Business Network Consulting, 153%, $5.5 million, IT Services, 38, Denver, CO
2079, The Human Capital Group, 153%, $2.3 million, Human Resources, 18, Brentwood, TN
2080, Signum Group, 153%, $7.3 million, Business Products & Services, 27, Atlanta, GA
2081, NetQoS, 153%, $56.5 million, Software, 253, Austin, TX
2082, Higuera Hardwoods, 153%, $2.3 million, Consumer Products & Services, 10, Poulsbo, WA
2083, Crystal Finishing Systems, 153%, $74.9 million, Manufacturing, 435, Schofield, WI
2084, Safeguard Properties, 153%, $404.1 million, Real Estate, 655, Valley View, OH
2085, New Creature Holdings, 153%, $23.2 million, Business Products & Services, 25, Rogers, AR
2086, Scivantage, 152%, $27.3 million, Software, 103, JERSEY CITY, NJ
2087, Power Chord Academy, 152%, $2.6 million, Education, 8, Los Angeles, CA
2088, Maverick Dental Laboratories, 152%, $5.8 million, Health, 30, Export, PA
2089, Vertical Web Media, 152%, $11.3 million, Media, 30, Chicago, IL
2090, LMR Solutions, 152%, $5.4 million, IT Services, 40, Carlsbad, CA
2091, Inserso, 152%, $3.7 million, IT Services, 30, Annandale, VA
2092, Pest Away Exterminating, 152%, $2.9 million, Consumer Products & Services, 28, New York, NY
2093, PRO FOOD SYSTEMS, 152%, $11.6 million, Food & Beverage, 37, HOLTS SUMMIT, MO
2094, Primescape Solutions, 152%, $19.8 million, IT Services, 92, Herndon, VA
2095, JH Global Services, 152%, $9.8 million, Logistics & Transportation, 23, Simpsonville, SC
2096, Southern Prestige Industries, 151%, $8 million, Manufacturing, 74, Statesville, NC
2097, Alternate Solutions Homecare, 151%, $26.6 million, Health, 350, Kettering, OH
2098, Interactive Financial, 151%, $10.1 million, Financial Services, 462, Troy, MI
2099, DSP Clinical Research, 151%, $4.4 million, Health, 20, Parsippany, NJ
2100, Electrosoft Services, 151%, $2.3 million, IT Services, 20, Reston, VA
2101, Fierce, 151%, $3.4 million, Business Products & Services, 11, Seattle, WA
2102, PreludeSys, 151%, $13.2 million, IT Services, 114, DIAMOND BAR, CA
2103, Premiere Credit of North America, 151%, $19.8 million, Financial Services, 291, Indianapolis, IN
2104, Intekras, 151%, $6.7 million, Government Services, 55, Sterling, VA
2105, The Pater Group, 151%, $47.1 million, Business Products & Services, 205, Houston, TX
2106, MedNet Solutions, 151%, $11.7 million, Health, 78, Minnetonka, MN
2107, GreatMats.com, 151%, $6.1 million, Construction, 8, Milltown, WI
2108, PayChoice, 150%, $34.4 million, Human Resources, 325, Moorestown, NJ
2109, My Receptionist, 150%, $2.1 million, Business Products & Services, 75, Eau Claire, WI
2110, OneVoice Communications, 150%, $5.1 million, Telecommunications, 9, Herndon, VA
2111, iSi Environmental, 150%, $9.8 million, Environmental Services, 115, Wichita, KS
2112, Galypso International, 150%, $5.1 million, Business Products & Services, 4, San Antonio, TX
2113, US Trades, 150%, $14.8 million, Human Resources, 240, Indianapolis, IN
2114, Roys & Associates, 150%, $3.1 million, Human Resources, 10, Redondo Beach, CA
2115, Grant International, 150%, $50 million, Construction, 57, Long Island City, NY
2116, 21st Century Biochemicals, 150%, $2.7 million, Manufacturing, 24, Marlborough, MA
2117, Holiday Image, 150%, $8.4 million, Consumer Products & Services, 47, Long Island City, NY
2118, SRS Engineering, 150%, $5.4 million, Energy, 31, Murrieta, CA
2119, Hodyon, 150%, $12.6 million, Manufacturing, 39, Round Rock, TX
2121, Roof Solutions, 150%, $3.8 million, Construction, 24, Smyrna, GA
2122, Techbarn.com, 150%, $3.5 million, Advertising & Marketing, 35, Stillwater, MN
2123, Knowledge Systems, 149%, $21.8 million, IT Services, 15, Vienna, VA
2124, ValueCentric Marketing Group, 149%, $7.5 million, Software, 30, Binghamton, NY
2125, Technical Consumer Products (TCP), 149%, $287 million, Consumer Products & Services, 200, Aurora, OH
2126, Uniflex Church Furnishings, 149%, $4.5 million, Manufacturing, 23, Gainesville, TX
2127, TMW Systems, 149%, $62.7 million, Logistics & Transportation, 317, Beachwood, OH
2128, Strictly By The Book, 149%, $46.5 million, Consumer Products & Services, 111, Fall River, MA
2129, Verinon Technology Solutions, 149%, $34.6 million, IT Services, 325, Arlington Heights, IL
2130, Verathon, 149%, $109.3 million, Health, 380, Bothell, WA
2131, Cables Plus, 149%, $5.3 million, Telecommunications, 12, Henrico, VA
2132, Greene Resources, 149%, $33.8 million, Human Resources, 32, Raleigh, NC
2133, Fraser Communications, 149%, $42 million, Advertising & Marketing, 36, Los Angeles, CA
2134, Rock Creek Strategic Marketing, 149%, $3.5 million, Advertising & Marketing, 28, Chevy Chase, MD
2135, Birch Communications, 149%, $150.8 million, Telecommunications, 330, Macon, GA
2136, Credent Technologies, 148%, $6.7 million, IT Services, 85, South Windsor, CT
2137, Connextions, 148%, $100.3 million, Software, 2300, Orlando, FL
2138, Total Hockey, 148%, $10.1 million, Retail, 96, Maryland Heights, MO
2139, Merrick Systems, 148%, $11.6 million, Energy, 66, Houston, TX
2140, We R Memory Keepers, 148%, $9.3 million, Consumer Products & Services, 30, Salt Lake City, UT
2141, BOC International, 148%, $20.7 million, Logistics & Transportation, 36, Boston, MA
2142, Arizona Blinds, 148%, $3 million, Consumer Products & Services, 10, Peoria, AZ
2143, GMI (Global Market Insite), 148%, $62.6 million, Advertising & Marketing, 225, Bellevue, WA
2144, WellMed Medical Management, 148%, $560.7 million, Health, 1163, San Antonio, TX
2145, Savannah Bee Company, 148%, $2 million, Retail, 14, Savannah, GA
2146, Apex Technology Group, 148%, $14.6 million, IT Services, 142, Edison, NJ
2147, Teracore, 148%, $11.1 million, Government Services, 52, Norcross, GA
2148, Duo Consulting, 148%, $4.7 million, IT Services, 34, Chicago, IL
2149, Republic Wire, 148%, $180.6 million, Manufacturing, 85, West Chester, OH
2150, Capital Media Group, 148%, $60.3 million, Computer Hardware, 20, Gahanna, OH
2151, Strategic Micro Systems, 148%, $2.1 million, IT Services, 14, Parsippany, NJ
2152, Medgluv, 147%, $10.2 million, Health, 6, Fort Lauderdale, FL
2153, Cellular Specialties, 147%, $42.5 million, Telecommunications, 118, Manchester, NH
2154, Adaptive Solutions, 147%, $5.4 million, IT Services, 25, Norristown, PA
